batch_id,adapter,q_type,input_granularity,ticker_or_universe_id,decision_date,success,schema_valid,runtime_seconds,timeout,error_message,raw_output_path,normalized_output_path,requires_api_key,requires_broker_credentials,supports_historical_date,notes
observation_batch_day1,finclaw,Q3,ticker-level,JPM,2026-07-06,True,True,99.62,False,,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/JPM.raw.json,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/JPM.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,alphagen,Q3,ticker-level,JPM,2026-07-06,False,False,120.06,True,timed out after 120s,,,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finclaw,Q3,ticker-level,XOM,2026-07-06,True,True,108.44,False,,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/XOM.raw.json,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/XOM.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,atlas,Q3,ticker-level,NVDA,2026-07-06,False,False,120.06,True,timed out after 120s,,,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,alphagen,Q3,ticker-level,XOM,2026-07-06,False,False,120.07,True,timed out after 120s,,,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finclaw,Q3,ticker-level,JNJ,2026-07-06,True,True,102.62,False,,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/JNJ.raw.json,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/JNJ.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,atlas,Q3,ticker-level,AAPL,2026-07-06,False,False,120.06,True,timed out after 120s,,,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,alphagen,Q3,ticker-level,JNJ,2026-07-06,False,False,120.06,True,timed out after 120s,,,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,fingpt,Q2,ticker-level,NVDA,2026-07-06,True,True,80.9,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/NVDA.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/NVDA.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,finclaw,Q3,ticker-level,GLD,2026-07-06,True,True,99.26,False,,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/GLD.raw.json,results/observations/observation_batch_day1/2026-07-06/finclaw/Q3/GLD.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,atlas,Q3,ticker-level,MSFT,2026-07-06,False,False,120.06,True,timed out after 120s,,,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,alphagen,Q3,ticker-level,GLD,2026-07-06,False,False,120.06,True,timed out after 120s,,,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,fingpt,Q2,ticker-level,AAPL,2026-07-06,True,True,84.79,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/AAPL.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/AAPL.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,atlas,Q3,ticker-level,TSLA,2026-07-06,True,True,42.35,False,,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/TSLA.raw.json,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/TSLA.json,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,fingpt,Q2,ticker-level,MSFT,2026-07-06,True,True,78.35,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/MSFT.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/MSFT.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,atlas,Q3,ticker-level,SPY,2026-07-06,True,True,67.29,False,,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/SPY.raw.json,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/SPY.json,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,atlas,Q3,ticker-level,QQQ,2026-07-06,True,True,64.81,False,,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/QQQ.raw.json,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/QQQ.json,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,fingpt,Q2,ticker-level,TSLA,2026-07-06,True,True,85.76,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/TSLA.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/TSLA.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,atlas,Q3,ticker-level,JPM,2026-07-06,True,True,39.81,False,,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/JPM.raw.json,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/JPM.json,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,deepalpha,Q1,ticker-level,NVDA,2026-07-06,True,True,14.15,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/NVDA.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/NVDA.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q1,ticker-level,AAPL,2026-07-06,True,True,15.91,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/AAPL.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/AAPL.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q1,ticker-level,MSFT,2026-07-06,True,True,14.82,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/MSFT.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/MSFT.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,fingpt,Q2,ticker-level,SPY,2026-07-06,True,True,84.89,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/SPY.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/SPY.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,deepalpha,Q1,ticker-level,TSLA,2026-07-06,True,True,12.54,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/TSLA.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/TSLA.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q1,ticker-level,SPY,2026-07-06,True,True,11.86,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/SPY.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/SPY.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q1,ticker-level,QQQ,2026-07-06,True,True,11.92,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/QQQ.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/QQQ.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,atlas,Q3,ticker-level,XOM,2026-07-06,True,True,99.06,False,,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/XOM.raw.json,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/XOM.json,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,deepalpha,Q1,ticker-level,JPM,2026-07-06,True,True,11.56,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/JPM.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/JPM.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q1,ticker-level,XOM,2026-07-06,True,True,14.14,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/XOM.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/XOM.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q1,ticker-level,JNJ,2026-07-06,True,True,15.76,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/JNJ.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/JNJ.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,fingpt,Q2,ticker-level,QQQ,2026-07-06,True,True,78.95,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/QQQ.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/QQQ.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,deepalpha,Q1,ticker-level,GLD,2026-07-06,True,True,11.27,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/GLD.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q1/GLD.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q3,ticker-level,NVDA,2026-07-06,True,True,11.92,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/NVDA.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/NVDA.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,atlas,Q3,ticker-level,JNJ,2026-07-06,True,True,71.42,False,,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/JNJ.raw.json,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/JNJ.json,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,deepalpha,Q3,ticker-level,AAPL,2026-07-06,True,True,9.82,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/AAPL.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/AAPL.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q3,ticker-level,MSFT,2026-07-06,True,True,14.31,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/MSFT.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/MSFT.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q3,ticker-level,TSLA,2026-07-06,True,True,13.42,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/TSLA.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/TSLA.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q3,ticker-level,SPY,2026-07-06,True,True,13.75,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/SPY.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/SPY.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,fingpt,Q2,ticker-level,JPM,2026-07-06,True,True,82.43,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/JPM.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/JPM.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,deepalpha,Q3,ticker-level,QQQ,2026-07-06,True,True,11.5,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/QQQ.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/QQQ.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q3,ticker-level,JPM,2026-07-06,True,True,12.82,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/JPM.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/JPM.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,atlas,Q3,ticker-level,GLD,2026-07-06,True,True,82.89,False,,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/GLD.raw.json,results/observations/observation_batch_day1/2026-07-06/atlas/Q3/GLD.json,False,False,likely true (static heuristic: date/window-driven data fetch found),KNOWN LIMITATION: atlas's bundled dataset is crypto-perpetuals only (2021-11-06..2024-08-14); any equity/ETF ticker requested falls back to reporting the same BTCUSDT signal under the requested ticker label (self-disclosed in supporting_evidence) — all 10 tickers here will be numerically identical to each other.
observation_batch_day1,deepalpha,Q3,ticker-level,XOM,2026-07-06,True,True,10.7,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/XOM.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/XOM.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q3,ticker-level,JNJ,2026-07-06,True,True,12.93,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/JNJ.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/JNJ.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,deepalpha,Q3,ticker-level,GLD,2026-07-06,True,True,12.36,False,,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/GLD.raw.json,results/observations/observation_batch_day1/2026-07-06/deepalpha/Q3/GLD.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,fingpt,Q2,ticker-level,XOM,2026-07-06,True,True,72.83,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/XOM.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/XOM.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,finrl,Q4,portfolio-level,portfolio_universe,2026-07-06,True,True,64.67,False,,results/observations/observation_batch_day1/2026-07-06/finrl/Q4/portfolio_universe.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl/Q4/portfolio_universe.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finrl_x,Q3,ticker-level,NVDA,2026-07-06,True,True,57.17,False,,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/NVDA.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/NVDA.json,False,False,false (static heuristic: docstring/code suggests current-snapshot-only),
observation_batch_day1,finrl,Q5,backtest-level,portfolio_universe,2026-07-06,True,True,66.75,False,,results/observations/observation_batch_day1/2026-07-06/finrl/Q5/portfolio_universe.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl/Q5/portfolio_universe.json,False,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finrl_x,Q3,ticker-level,AAPL,2026-07-06,True,True,56.19,False,,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/AAPL.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/AAPL.json,False,False,false (static heuristic: docstring/code suggests current-snapshot-only),
observation_batch_day1,fingpt,Q2,ticker-level,JNJ,2026-07-06,True,True,80.86,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/JNJ.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/JNJ.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,nofx,Q2,ticker-level,NVDA,2026-07-06,True,True,34.44,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/NVDA.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/NVDA.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finrl_x,Q3,ticker-level,MSFT,2026-07-06,True,True,56.07,False,,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/MSFT.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/MSFT.json,False,False,false (static heuristic: docstring/code suggests current-snapshot-only),
observation_batch_day1,nofx,Q2,ticker-level,AAPL,2026-07-06,True,True,41.15,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/AAPL.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/AAPL.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,fingpt,Q2,ticker-level,GLD,2026-07-06,True,True,82.3,False,,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/GLD.raw.json,results/observations/observation_batch_day1/2026-07-06/fingpt/Q2/GLD.json,True,False,unknown (static heuristic inconclusive),
observation_batch_day1,nofx,Q2,ticker-level,MSFT,2026-07-06,True,True,32.2,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/MSFT.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/MSFT.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finrl_x,Q3,ticker-level,TSLA,2026-07-06,True,True,57.89,False,,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/TSLA.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/TSLA.json,False,False,false (static heuristic: docstring/code suggests current-snapshot-only),
observation_batch_day1,nofx,Q2,ticker-level,TSLA,2026-07-06,True,True,29.82,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/TSLA.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/TSLA.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finrl_x,Q3,ticker-level,SPY,2026-07-06,True,True,58.46,False,,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/SPY.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/SPY.json,False,False,false (static heuristic: docstring/code suggests current-snapshot-only),
observation_batch_day1,nofx,Q2,ticker-level,SPY,2026-07-06,True,True,29.07,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/SPY.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/SPY.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,nofx,Q2,ticker-level,QQQ,2026-07-06,True,True,32.28,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/QQQ.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/QQQ.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finrl_x,Q3,ticker-level,QQQ,2026-07-06,True,True,56.71,False,,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/QQQ.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/QQQ.json,False,False,false (static heuristic: docstring/code suggests current-snapshot-only),
observation_batch_day1,nofx,Q2,ticker-level,JPM,2026-07-06,True,True,34.46,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/JPM.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/JPM.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,nofx,Q2,ticker-level,XOM,2026-07-06,True,True,32.07,False,,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/XOM.raw.json,results/observations/observation_batch_day1/2026-07-06/nofx/Q2/XOM.json,True,False,likely true (static heuristic: date/window-driven data fetch found),
observation_batch_day1,finrl_x,Q3,ticker-level,JPM,2026-07-06,True,True,58.86,False,,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/JPM.raw.json,results/observations/observation_batch_day1/2026-07-06/finrl_x/Q3/JPM.json,False,False,false (static heuristic: docstring/code suggests current-snapshot-only),
